lead_hours,method,n,mae_c,rmse_c,bias_c
16,timesfm_c,25,0.8925871276855468,1.1590355355181676,-0.18563400268554686
16,timesfm_nwp_c,25,0.7797676849365235,1.0263331362261312,-0.11221855163574218
17,persistence_c,25,6.52,6.849817515817484,6.52
17,yesterday_c,25,1.4,1.8220867158288598,-0.28
17,ecmwf_ifs_c,25,1.7759999999999996,1.9247857023575377,-1.56
17,bias_corrected_c,25,1.2673689195109348,1.4740192266248817,-0.9492382069675049
17,ridge_corrected_c,25,0.9820218863456044,1.243895025833023,0.18545469792922162
17,timesfm_c,25,1.1038505554199218,1.4774783139375887,-0.39411239624023436
17,timesfm_nwp_c,25,1.0247628784179688,1.353118978848396,-0.3550077819824219
18,persistence_c,27,6.814814814814815,7.081535719612529,6.814814814814815
18,yesterday_c,27,1.1481481481481481,1.5030832509409646,-0.48148148148148145
18,ecmwf_ifs_c,27,1.6962962962962962,1.851125783588643,-1.5777777777777775
18,bias_corrected_c,27,1.2172613567869632,1.3603917451697514,-0.9878618938893415
18,ridge_corrected_c,27,0.7247338732733598,0.9888843246126845,0.06608130277300808
18,timesfm_c,27,0.9674202247902199,1.2756799413814068,-0.42128174393265333
18,timesfm_nwp_c,27,0.8778074052598741,1.220905571673702,-0.42260989436396845
19,persistence_c,25,6.64,6.945502141674136,6.64
19,yesterday_c,25,0.84,1.1832159566199232,-0.28
19,ecmwf_ifs_c,25,1.5599999999999996,1.7753872816937717,-1.3519999999999999
19,bias_corrected_c,25,1.047253288951967,1.2478188878302066,-0.7244278532745042
19,ridge_corrected_c,25,0.766543832934315,1.0250900649951495,0.2490652675268548
19,timesfm_c,25,0.7532789611816406,0.9803517396238415,-0.13637481689453124
19,timesfm_nwp_c,25,0.7802573394775391,1.0182279365149876,-0.23419166564941407
20,persistence_c,27,5.444444444444445,5.846809829743497,5.444444444444445
20,yesterday_c,27,0.8888888888888888,1.247219128924647,-0.37037037037037035
20,ecmwf_ifs_c,27,1.188888888888889,1.4753530650887154,-0.9592592592592595
20,bias_corrected_c,27,0.831884957837353,1.1834746915466168,-0.3693433753708231
20,ridge_corrected_c,27,0.9360765183731444,1.104377120456268,0.4174142211976534
20,timesfm_c,27,0.966417807119864,1.2327308902546568,-0.45972781711154515
20,timesfm_nwp_c,27,0.9547465289080584,1.1887984039926753,-0.548858501293041
21,persistence_c,26,3.730769230769231,4.146360776911205,3.730769230769231
21,yesterday_c,26,0.9230769230769231,1.3301243435223524,-0.38461538461538464
21,ecmwf_ifs_c,26,0.8846153846153849,1.2496153254255733,-0.39999999999999997
21,bias_corrected_c,26,0.9984347229032439,1.2625940437217344,0.19185605477836823
21,ridge_corrected_c,26,1.1367073115999546,1.278711402895453,0.7862327589187103
21,timesfm_c,26,0.9535207014817458,1.263373129253989,-0.5594287285437951
21,timesfm_nwp_c,26,0.8972221521230844,1.1649591207573395,-0.610308206998385
22,persistence_c,26,2.3461538461538463,2.780426087988895,2.3461538461538463
22,yesterday_c,26,1.1538461538461537,1.5689290811054724,-0.3076923076923077
22,ecmwf_ifs_c,26,1.1230769230769235,1.409582589606965,0.26153846153846144
22,bias_corrected_c,26,1.5383741535513356,1.7244305577929782,0.8533945163168297
22,ridge_corrected_c,26,1.5300952484636983,1.7309850375243012,1.2514629008176454
22,timesfm_c,26,0.9980385853694036,1.2984872913541587,-0.3515778321486253
22,timesfm_nwp_c,26,0.7997280267568735,1.1330887624776798,-0.35350836240328276
23,persistence_c,26,1.4230769230769231,1.786703022974913,0.8076923076923077
